Value/K,Name,IsCustomer,IsVendor,C_BP_Group_ID[Value],Description
F023531,SEP IDRAULICA SAS DI MARCO MORELLO & C,Y,N,Standard,ITA
F023536,VEDETTA 2 MONDIALPOL SPA,Y,N,Standard,ITA
F023538,AIM TOOLS LTD,Y,N,Standard,GBR
F023539,YANGJIANGSHI JIANGCHENGQU JIANGHEMAOYI LTD,Y,N,Standard,GBR
F023541,BUSINESS DYNAMIC INTERNATIONAL GENERAL TRADING &,Y,N,Standard,KWT
F023546,ELETTROMECCANICA TREVIGIANA DI ZANATTA F. & C SNC,Y,N,Standard,ITA
F023548,VISIVART SRL,Y,N,Standard,ITA
F023549,SIX RENT A CAR SRL,Y,N,Standard,ITA
F023550,"MESSE MUENCHEN SHANGHAI CO, LTD.",Y,N,Standard,CHN
F023555,SIFF 2.0 DI SIEGA EMANUELE,Y,N,Standard,ITA
F023557,GIRARDELLI TRASPORTI DI GIRARDELLI G.MARCO & C.SNC,Y,N,Standard,ITA
F023562,SANDRIN ALBERTO,Y,N,Standard,ITA
F023563,DIFAST SRL,Y,N,Standard,ITA
F023568,RENT SRL,Y,N,Standard,ITA
F023569,SYEL SRL,Y,N,Standard,ITA
F023570,LUISETTO AUTOVEICOLI SRL,Y,N,Standard,ITA
F023577,SINTER ITALY SRL,Y,N,Standard,ITA
F023581,PORCA L OCA SRL,Y,N,Standard,ITA
F023586,AMAZON EXPORT SALES LLC (USA),Y,N,Standard,USA
F023587,RP & PARTNERS,Y,N,Standard,ITA
F023588,MANPOWER SRL,Y,N,Standard,ITA
F023589,REXNORD KETTE GMBH,Y,N,Standard,DEU
F023590,MOTORENFABRIK HATZ GMBH  & CO.KG,Y,N,Standard,DEU
F023596,BLICKLE ITALIA SRL,Y,N,Standard,ITA
F023597,T.G.F. ELETTROMECCANICA SRL UNIPERSONALE,Y,N,Standard,ITA
F023602,LOMBARDINI SRL,Y,N,Standard,ITA
F023603,SHENZHENSHIHUAXINYUSHENGKEJIYOUXIANGONGSI,Y,N,Standard,ITA
F023616,EMILIANA SERBATOI SRL,Y,N,Standard,ITA
F023623,PIUMETTO SOCIETA  SEMPLICE AGRICOLA,Y,N,Standard,ITA
F023625,JQWIDGETS LTD,Y,N,Standard,BGR
F023632,KOUDOU SARL,Y,N,Standard,LUX
F023634,AMAZON EU S.A.R.L.,Y,N,Standard,DEU
F023638,FEI JIA WEI,Y,N,Standard,ITA
F023642,SASU 2 HAND IT,Y,N,Standard,FRA
F023644,SABINO ALESSANRO,Y,N,Standard,ITA
F023648,EURO DK SIA,Y,N,Standard,DEU
F023655,ATIS  SRL,Y,N,Standard,ITA
F023661,DUE SCALE SRL,Y,N,Standard,ITA
F023664,R.D.MEC SRL UNIPERSONALE,Y,N,Standard,ITA
F023668,PUNTO SYSTEM SPA,Y,N,Standard,ITA
F023673,SCREMIN SRL,Y,N,Standard,ITA
F023682,IMPRESA R.B.P. di PARONUZZI TICCO & C. SNC,Y,N,Standard,ITA
F023683,SEAB SPA,Y,N,Standard,ITA
F023693,ZUCCATO SANDRO,Y,N,Standard,ITA
F023705,RAMS SAS,Y,N,Standard,FRA
F023714,PROTECO HSE - Dott Carlo Santi,Y,N,Standard,ITA
F023719,OFFICINE MECCANICHE TONON SRL,Y,N,Standard,ITA
F023730,VARINI SRL,Y,N,Standard,ITA
F023732,CENTRO STUDI CASTELLI SRL,Y,N,Standard,ITA
F023735,FORSHIP S.P.A.,Y,N,Standard,ITA
F023737,DAP TECHNOLOGY SRLS,Y,N,Standard,ITA
F023740,BREDA MASSIMO,Y,N,Standard,ITA
F023742,BETA-TRANS SPA,Y,N,Standard,ITA
F023745,AMAZON UE S.A.R.L.,Y,N,Standard,LUX
F023747,COSMOGAS SRL,Y,N,Standard,ITA
F023756,TRAFAG ITALIA S.R.L.,Y,N,Standard,ITA
F023761,MANGO TECHNOLOGIES INC. DBA CLICKUP,Y,N,Standard,USA
F023767,SANISYSTEM SRL,Y,N,Standard,ITA
F023775,BINI SRL,Y,N,Standard,ITA
F023780,DANE ELEC CORPORATION USA,Y,N,Standard,ITA
F023785,ZHUHAI WEISITE MAOYI YOUXIANGONG SI,Y,N,Standard,CHN
F023812,AMAZON EU SARL SP.Z.O.O. ODDZIAL W,Y,N,Standard,POL
F023813,BARATTA G.M.A. SRL,Y,N,Standard,ITA
F023818,SHEN ZHEN SHI SAN XUN DIAN ZI SHANG WU ZHONG XIN,Y,N,Standard,CHN
F023819,"SHENZHEN CUDY TECHNOLOGY CO., LTD",Y,N,Standard,CHN
F023820,AMAZON UE SARL SUCCURSALE FRANCAISE,Y,N,Standard,FRA
F023825,DKV EURO SERVICE GMBH + CO KG,Y,N,Standard,SVN
F023837,DM SOLUZIONI ICT S.R.L.,Y,N,Standard,ITA
F023847,C.M.T. DI TOMASI FRANCESCO,Y,N,Standard,ITA
F023850,IMM SRL,Y,N,Standard,ITA
F023855,PORTO4 STUDIO LEGALE,Y,N,Standard,ITA
F023861,IOTTI FRIGORIFERI SRL,Y,N,Standard,ITA
F023863,ALESSIO CALISSI,Y,N,Standard,ITA
F023867,LE RUOTE SRL,Y,N,Standard,ITA
F023868,VILLA COSTANZA S.R.L.,Y,N,Standard,ITA
F023890,GELINDO SRL,Y,N,Standard,ITA
F510141,GENERALUTENSILI S.R.L.,Y,N,Standard,---
F510332,REDAELLI TECNA SPA - DIVISIONE TECI,Y,N,Standard,---
F514410,TRASMISSIONE S.R.L.,Y,N,Standard,---
F516516,POLITECNICA CETAI SRL,Y,N,Standard,---
F517815,BOIANOFLON S.R.L.,Y,N,Standard,---
F519096,PELFA GROUP S.R.L.  a socio unico,Y,N,Standard,---
F519226,NEGRINI SRL,Y,N,Standard,---
F519227,CIMA S.P.A.,Y,N,Standard,---
F521099,LYC MECCANICA SRL,Y,N,Standard,---
F022523,MULTICHIMICA SPA,Y,N,Standard,ITA
F022562,DE LAGE LANDEN INTERNATIONAL B.V.,Y,N,Standard,ITA
F022586,O.M.C. ZANIN DINO DI ZANIN LIVIO,Y,N,Standard,ITA
F022588,ASPERMONT MEDIA LTD.,Y,N,Standard,GBR
F022592,JAKALA MARKETING SOLUTIONS SPA,Y,N,Standard,ITA
F022593,PLP LAW CENTRE LTD.,Y,N,Standard,UKR
F022618,DEDALO TECNOLOGIE SRL,Y,N,Standard,ITA
F022641,HOTEL OLIMPIA - LUNA SRL,Y,N,Standard,ITA
F022644,HOTEL PAPADOPOLI VENEZIA - LA PORTA DI VENEZIA SRL,Y,N,Standard,ITA
F022656,A&B CHEM SRL,Y,N,Standard,ITA
F022675,NW SECURITY GROUP,Y,N,Standard,GBR
F022691,ATEP ITALIA SRL,Y,N,Standard,ITA
F022729,SAMA SRL,Y,N,Standard,ITA
F022747,TEAMVIEWER GMBH,Y,N,Standard,DEU
F022759,P.B.R. ENGINEERING SRL,Y,N,Standard,ITA
F022760,GRAITEC SRL,Y,N,Standard,ITA
F022785,ASA EMEA S.R.L.,Y,N,Standard,ITA
F022787,GIVA SRL,Y,N,Standard,ITA
F022791,BRIEDA & C. SRL,Y,N,Standard,ITA
F022821,ZANZICO GIOVANNI COSTRUZIONI,Y,N,Standard,ITA
F022822,EDIL DEBRO di DE BIASI VINCENZO,Y,N,Standard,ITA
F022823,TECNOCAR MACCHINE E IMPIANTI SRL,Y,N,Standard,ITA
F022841,"RIST. HOTEL ""RELAIS PICARON"" SRL",Y,N,Standard,ITA
F022843,VIDALE NORDEST SRL,Y,N,Standard,ITA
F022847,BIDOLI GIACOMO SRL,Y,N,Standard,ITA
F022852,DOITSOFT SRL,Y,N,Standard,ITA
F022853,"SINCLAIR EQUIPMENT, LLC.",Y,N,Standard,USA
F022854,MOUSER ELECTRONICS INC,Y,N,Standard,USA
F022870,CASSIN MICHELE,Y,N,Standard,ITA
F022876,APROMIX RFID SRL,Y,N,Standard,ITA
F020503,FLUITRONICS GMBH,Y,N,Standard,DEU
F020533,HYTORC TECHNOLOGIES GMBH,Y,N,Standard,DEU
F020565,TOFFOLI ELETTRODOMESTICI SRL,Y,N,Standard,ITA
F020580,O.F.S.  SRL,Y,N,Standard,ITA
F020600,IMB - SPIRK GES.M.B.H.,Y,N,Standard,AUT
F020612,MURTFELDT KUNSTSTOFFE GMBH & CO KG,Y,N,Standard,DEU
F020654,METERSPRINGS SRL,Y,N,Standard,ITA
F020662,SOFTWARE PRODUCTS ITALIA  SRL,Y,N,Standard,ITA
F020670,SIXT GMBH & CO.,Y,N,Standard,DEU
F020678,GIETECH,Y,N,Standard,DEU
F020700,SIA DATA COMMERCIALE SRL,Y,N,Standard,ITA
F020717,TELEINDUSTRIALE SRL,Y,N,Standard,ITA
F020725,O.M.R. SRL,Y,N,Standard,ITA
F020757,ALAA INDUSTRIAL EQUIPMENT (W.L.L.),Y,N,Standard,QAT
F020828,SILVESTRI FRANCESCO - AVVOCATO,Y,N,Standard,ITA
F020837,IMAI SRL,Y,N,Standard,ITA
F020845,TRACK ONE SRL,Y,N,Standard,ITA
F020893,NOXORSOKEM GROUP SRL,Y,N,Standard,ITA
F020913,AUTOMATOR INTERNATIONAL SRL,Y,N,Standard,ITA
F020926,HSM ITALIA SRL UNIPERSONALE,Y,N,Standard,ITA
F020944,AIRPLUS INTERNATIONAL SRL,Y,N,Standard,ITA
F021010,MEDIAMARKET S.P.A.,Y,N,Standard,ITA
F021047,BALIAN ARKADI,Y,N,Standard,RUS
F021094,TTCONTROL GMBH SRL,Y,N,Standard,ITA
F021108,GIUST TECNOCOMMERCIALE SRL,Y,N,Standard,ITA
F021119,DHL GLOBAL FORWARDING (ITALY) SPA,Y,N,Standard,ITA
F021136,STAIZ SIMONA,Y,N,Standard,ITA
F021138,LINEA RICAMBI SRL,Y,N,Standard,ITA
F021144,NETWORK CABLE SYSTEM NCS SRL,Y,N,Standard,ITA
F021147,EMMEGI ZINCATURA SRL,Y,N,Standard,ITA
F021162,NDG SRL,Y,N,Standard,ITA
F021173,GORZA ROBERTO,Y,N,Standard,ITA
F021220,HOFFMANN ITALIA SPA,Y,N,Standard,ITA
F021241,O.T.S. SPA SPEDIZIONI INTERNAZIONALI,Y,N,Standard,ITA
F021280,COBETON SPA,Y,N,Standard,ITA
F021309,OFIRA ITALIANA S.P.A.,Y,N,Standard,ITA
F021399,GIAS ITALIA SRL,Y,N,Standard,ITA
F021412,RAIL STAR INTER.L TECHNOLOGY & CONSULTANTS LIMITED,Y,N,Standard,HKG
F021421,IFM ELECTRONIC SRL,Y,N,Standard,ITA
F021437,BRIGADE ELETTRONICA S.R.L.,Y,N,Standard,ITA
F021457,ABS GROUP SRL,Y,N,Standard,ITA
F021464,HOTEL OLIVA SAS DI TOMASELLI TITO & C.,Y,N,Standard,ITA
F021512,TENTAZIONI SNC DI ROS M. & ZANET F.,Y,N,Standard,ITA
F021537,GENERAL TRUCKS SERVICES SRL,Y,N,Standard,ITA
F021545,ZUCCHETTI SOFTWARE S.R.L.,Y,N,Standard,ITA
F021557,AVIS BUDGET UK LTD.,Y,N,Standard,GBR
F021584,E.T.S. ENGINEERING SPA,Y,N,Standard,ITA
F021590,L ACERO ROSSO DI CAMOL P.A. VALTER,Y,N,Standard,ITA
F021593,MARIO BOTTARI SRL,Y,N,Standard,ITA
F021601,UBI LEASING SPA,Y,N,Standard,ITA
F021602,ENDRESS+HAUSER ITALIA S.P.A.,Y,N,Standard,ITA
F021631,CREDIT AGRICOLE LEASING ITALIA,Y,N,Standard,ITA
F021638,ING.RUGGERO VIO SRL,Y,N,Standard,ITA
F022354,CAB SRL,Y,N,Standard,ITA
F022355,IRON PLANET LTD.,Y,N,Standard,IRL
F022362,CTS S.C.C.P.A.,Y,N,Standard,ITA
F022371,SYNTHESI FORMAZIONE,Y,N,Standard,ITA
F022376,LEAN PRODUCTS SRL,Y,N,Standard,ITA
F022428,AMADA MACHINE TOOLS EUROPER GMBH Filiale Italiana,Y,N,Standard,ITA
F022434,S.IT.VAL- SOCIETA  ITALIANA VALUTAZIONI SRL,Y,N,Standard,ITA
F022441,ADVANTECH DLOG GMBH,Y,N,Standard,DEU
F022442,"LEIDU INTERNATIONAL TRADING CO, LTD",Y,N,Standard,CHN
F022462,ARVAL SERVICE LEASE ITALIA SPA,Y,N,Standard,ITA
F022489,INFOCAMERE SOC.CONS.DI INFORM.DELLE CCIAA SPA,Y,N,Standard,ITA
F022491,KOLBEN SRL,Y,N,Standard,ITA
F022503,FELBERMAYR TRANSPORT UND HEBETECHNIK GMBH & CO.,Y,N,Standard,AUT
F022528,EXCELCO EQUIPMENT PTE LTD,Y,N,Standard,SGP
F022574,OLEODINAMICA PANNI S.R.L. SOCIO UNICO,Y,N,Standard,ITA
F022580,GOLINRECYCLING S.R.L.,Y,N,Standard,ITA
F022591,BLASS S.R.L.,Y,N,Standard,ITA
F022596,G.R. PELLETTERIE SNC DI PUJATTI & C.,Y,N,Standard,ITA
F022601,BPD GEOTEK SOLUTIONS SA (PTY) LTD,Y,N,Standard,ZAF
F022620,DEAL TRANSPORT & SPEDITION SRL,Y,N,Standard,ROM
F022632,OCRIMTECH SRL,Y,N,Standard,ITA
F022643,G. & C.  SRL,Y,N,Standard,ITA
F022651,"SINCON TECHNOLOGY CO., LTD.",Y,N,Standard,CHN
F022891,STOCKISTI SRL,Y,N,Standard,ITA
F022892,NEWMEC SRL,Y,N,Standard,ITA
F022901,T.T.N VENETA S.R.L,Y,N,Standard,ITA
F022912,ACCIAI VENDER SPA,Y,N,Standard,ITA
F022928,ESSETI S.R.L.,Y,N,Standard,ITA
F022929,SOFTWAREONE ITALIA SRL,Y,N,Standard,ITA
F022935,TOSCO PACK SRL,Y,N,Standard,ITA
F022937,NORDACQUE di ARMANDO COLLICELLI,Y,N,Standard,ITA
F022942,PRINTEC SRL,Y,N,Standard,ITA
F022954,BNT srl,Y,N,Standard,ITA
F022959,AS FO AZ.DA SANITARIA FRIULI OCCIDENTALE,Y,N,Standard,ITA
F022980,ENTREPRISE SUBSOL,Y,N,Standard,FRA
F022993,ATTREZZAUTO.COM SRL,Y,N,Standard,ITA
F022994,PAVARINI COMPONENTS SRL,Y,N,Standard,ITA
F022998,HEMA-SEFRA S.R.L.,Y,N,Standard,ITA
F022999,PIZZUTTO ALAIN,Y,N,Standard,ITA
F023009,INTERDIESEL SERVICE SRL,Y,N,Standard,ITA
F023015,O.L.M. SRL,Y,N,Standard,ITA
F023021,AL-ZAHEM INT.L GROUP TRADING & CONTRACTING CO. WLL,Y,N,Standard,KWT
F023023,MHPS ITALIA SRL,Y,N,Standard,ITA
F023037,TTG PLUS LTD.,Y,N,Standard,BGR
F023047,KF TEKNOTRADE S.R.L. S.U.,Y,N,Standard,ITA
F023053,NUOVA COSTRUZIONI MECCANICHE SRLS,Y,N,Standard,ITA
F023056,DONELLI GROUP SRL,Y,N,Standard,ITA
F023059,BAUMOT ITALIA S.R.L.,Y,N,Standard,ITA
F023071,I.D.S. DI DELLA BIANCA & FERRON S.N.C.,Y,N,Standard,ITA
F023073,CENTRO PAGHE SRL,Y,N,Standard,ITA
F023079,CERRETO CASINA SOC.CONSORTILE A R.L.,Y,N,Standard,ITA
F023081,PAVAN SRL,Y,N,Standard,ITA
F023087,VISA S.P.A.,Y,N,Standard,ITA
F023091,GAS LUCCHETTA SRL,Y,N,Standard,ITA
F023093,UMANA FORMA SRL,Y,N,Standard,ITA
F023099,SOCOMEC ELETTRONICA SRL,Y,N,Standard,ITA
F023108,SAVITRANSPORT SRL,Y,N,Standard,ITA
F023117,ZANUTTA SPA,Y,N,Standard,ITA
F023126,WEGA SYSTEMS GMBH,Y,N,Standard,DEU
F023128,DUNA-CORRADINI SPA,Y,N,Standard,ITA
F023130,AVANGATE BV,Y,N,Standard,NLD
F023131,C.E.M.I. TECHNOLOGY SRL,Y,N,Standard,ITA
F023141,BOLZON EMANUELE,Y,N,Standard,ITA
F023154,MULTILOGISTICS SPA,Y,N,Standard,ITA
F023160,JUST CONSULTING S.R.L.,Y,N,Standard,ROM
F023165,SAVING SHIPPING & FORWARDING SRL,Y,N,Standard,ITA
F023174,OLMEC SRL,Y,N,Standard,ITA
F023178,NERON PUMPS SRL,Y,N,Standard,ITA
F023194,GEODRILL S.R.L.,Y,N,Standard,ITA
F023198,VOSS FLUID SRL,Y,N,Standard,ITA
F023201,ARCALAR SOLUCIONES S.A.S.,Y,N,Standard,COL
F023206,ZANNONER FRANCO DITTA INDIVIDUALE,Y,N,Standard,ITA
F023213,PESSOT PORTE SRL UNINOMINALE,Y,N,Standard,ITA
F023219,IMPRESA CORAZZA SRL UNIPERSONALE,Y,N,Standard,ITA
F023221,VENICE BOAT INTERNATIONAL SNC,Y,N,Standard,ITA
F023225,REAL ITALIAN RESTAURANT SRL - RIST.TROVATORE,Y,N,Standard,ITA
F023226,SHENZEN SUNSKY TECHNOLOGY LIMITED,Y,N,Standard,CHN
F023234,POLES MAURO - GEOMETRA,Y,N,Standard,ITA
F022658,XILOS GOLFIERI SRL  A SOCIO UNICO,Y,N,Standard,ITA
F022676,MARIN SERVIZI DI ALESSANDRO MARIN,Y,N,Standard,ITA
F022679,SITA SRL,Y,N,Standard,ITA
F022709,PMP PRO-MEC SPA,Y,N,Standard,ITA
F022722,HOTEL ITALIA DI GIANNI QUAIA,Y,N,Standard,ITA
F022727,GEOMETRI ASSOCIATI BRESIN-MODOLO,Y,N,Standard,ITA
F022736,VE.SIM.  SRL,Y,N,Standard,ITA
F022751,R.T.F. SRL,Y,N,Standard,ITA
F022765,ITS TODINI SRL,Y,N,Standard,ITA
F022774,TISSELLI SRL,Y,N,Standard,ITA
F022778,FLUIDPRESS2 SRL,Y,N,Standard,ITA
F022779,VIBEX M D.O.O.,Y,N,Standard,SRB
F022792,COOPERJOB - AGENZIA PER IL LAVORO,Y,N,Standard,ITA
F022795,ADAM PUMPS SPA,Y,N,Standard,ITA
F022830,SIRI ITALIANA S.R.L.,Y,N,Standard,ITA
F022851,VEST INC.,Y,N,Standard,USA
F022872,GREENSHIELDS PROJECT CARGO SRL,Y,N,Standard,ITA
F022874,IOCOMA SRL,Y,N,Standard,ROM
F022879,BMS BETON MATERIEL SERVICE - DRILLMAT,Y,N,Standard,FRA
F022880,SYNERGIE ITALIA SPA,Y,N,Standard,ITA
F022885,GEMAC SRL,Y,N,Standard,ITA
F022903,TERRENO SILVANO & C. SNC,Y,N,Standard,ITA
F022904,TRANS KONG DI COLOMBI MANZI ALESSANDRA,Y,N,Standard,ITA
F022931,CREATIVE POINT HUNGARY KFT.,Y,N,Standard,HUN
F022945,THYSSENKRUPP INFRASTRUCTURE GMBH,Y,N,Standard,DEU
F022947,EUROPEAN AUTOMATION LTD,Y,N,Standard,GBR
F022952,GRIFAS SRL,Y,N,Standard,ITA
F022965,ENGIE ITALIA SPA,Y,N,Standard,ITA
F022967,H.B.S. OLEOIDRAULICA SRL,Y,N,Standard,ITA
F022973,IACOPO CHIARUTTINI - Studio Tecnico Geometra,Y,N,Standard,ITA
F022979,WAGNER S.P.A.,Y,N,Standard,ITA
F022985,PALTRAV DI LIVA A. & C. SNC,Y,N,Standard,ITA
F022987,AUTO ELECTRO MECH PVT LTD,Y,N,Standard,NPL
F022990,F.HYCA SRO,Y,N,Standard,SRB
F022992,F.LLI DEDA SRL,Y,N,Standard,ITA
F023003,ALCA ELETTRICA SNC,Y,N,Standard,ITA
F023006,APCOA PARKING SPA,Y,N,Standard,ITA
F023014,COMPO-TEC  SRL,Y,N,Standard,ITA
F023026,CENTRO RISORSE SRL,Y,N,Standard,ITA
F023028,FERAM 2.0 SRL,Y,N,Standard,ITA
F023039,TRANSFRIULI SRL,Y,N,Standard,ITA
F023041,ORLLATI LOGISTIQUE SA,Y,N,Standard,CHE
F023062,TOTALERG SPA,Y,N,Standard,ITA
F023067,SC KLASS-WAGEN SRL,Y,N,Standard,ROM
F023078,SPAGNOL SRL,Y,N,Standard,ITA
F023083,TALENT S ANGELS SRL,Y,N,Standard,ITA
F023086,TOP STAYS SOC. COOP.,Y,N,Standard,ITA
F023089,ITALTECHNOSERVICE LTD.,Y,N,Standard,BLR
F023110,DKV EURO SERVICE GMBH + CO KG,Y,N,Standard,DEU
F023115,GB RICAMBI S.P.A.,Y,N,Standard,ITA
F023119,DAY RISTOSERVICE SPA,Y,N,Standard,ITA
F023122,GUALDI GASTONE,Y,N,Standard,ITA
F023134,ALSTOM FERROVIARIA S.P.A,Y,N,Standard,ITA
F023136,AUTOTRASPORTI DIANO DI GALLO BENEDETTO,Y,N,Standard,ITA
F023138,ING. ROS ROBERTO,Y,N,Standard,ITA
F023146,ROSATI S.R.L.,Y,N,Standard,ITA
F023148,OFFICINA DEL PARQUET SNC,Y,N,Standard,ITA
F023153,GEOFOR CONSTRUCTIONS S.A.,Y,N,Standard,LUX
F023164,S.T.M. SPA,Y,N,Standard,ITA
F023176,EDIL MARKET SRL DI SANDRIN CAV. ALDO & C.,Y,N,Standard,ITA
F023184,AUNG PYITAN CO. LTD.,Y,N,Standard,MMR
F023186,CHIAROT & BROSOLO E ASSOCIATI,Y,N,Standard,ITA
F023188,SITE GROUND ITALIA SRL,Y,N,Standard,ITA
F023192,OLEODINAMICA COMMERCIALE PIEMONTESE SRL,Y,N,Standard,ITA
F023196,ANGELELLA SRL,Y,N,Standard,ITA
F023200,CARPE DIEM G.G.A. SRL,Y,N,Standard,ITA
F023202,SIMONAJ NUE,Y,N,Standard,ITA
F023205,LIRENAS GAS & LUCE Con stabile organizzazione,Y,N,Standard,ITA
F023207,FERROJULIA SRL,Y,N,Standard,ITA
F023208,KARYER DIS TICARET LTD. STI,Y,N,Standard,TUR
F023214,AUTO & GLASS,Y,N,Standard,ITA
F023220,SUPERAUTO SPA,Y,N,Standard,ITA
F023222,GEOFUNDACIONES DEL PERU S.A.C.,Y,N,Standard,PER
F023227,CA  MULINER DI MASCARIN P.& C. SNC,Y,N,Standard,ITA
F023228,HOTEL RIST. VILLA REVEDIN - MGM SRL,Y,N,Standard,ITA
F023231,ASSOGROUP SAS DI MANTELLO R.& C.,Y,N,Standard,ITA
F023235,BOLLETTE DOGANALI - MONFALCONE,Y,N,Standard,ITA
F023236,PIEMME SRL,Y,N,Standard,ITA
F018531,IMOVILLI POMPE S.R.L.,Y,N,Standard,ITA
F018579,FELGA ETICHETTE SRL,Y,N,Standard,ITA
F018582,B.R.T.  S.P.A.,Y,N,Standard,ITA
F018630,AL-KO SRL,Y,N,Standard,ITA
F018664,EFFE.CAR   S.N.C.,Y,N,Standard,ITA
F018874,STUDIO ASSOC.MAINARDIS MANZON PICCIN,Y,N,Standard,ITA
F018887,TREBI  S.R.L,Y,N,Standard,ITA
F018920,LA VECIA OSTERIA DEL MORO - LA GROTTA S.A.S.,Y,N,Standard,ITA
F018948,SEDOC FINANCE NETWORK SRL,Y,N,Standard,ITA
F018995,ZEP ITALIA SRL,Y,N,Standard,ITA
F018999,PROFESSIONAL SOFTWARE SRL,Y,N,Standard,ITA
F019000,GRUPPO PRISMA SRL,Y,N,Standard,ITA
F019024,COOPERATIVA SAN MARTINO S.R.L.,Y,N,Standard,ITA
F019037,PALO ATLANTE SRL,Y,N,Standard,ITA
F019046,CIANCALEONI S.R.L.,Y,N,Standard,ITA
F019051,DEEP FOUNDATIONS INSTITUTE,Y,N,Standard,USA
F019117,DYNASET OY,Y,N,Standard,FIN
F019122,MATEC GROUP SRL,Y,N,Standard,ITA
F019145,SITTAM S.R.L.,Y,N,Standard,ITA
F019152,EMMEGI SNC,Y,N,Standard,ITA
F019178,T.I.V.  SRL,Y,N,Standard,ITA
F019201,BAGGIO SPA,Y,N,Standard,ITA
F019226,NEGRINI SRL,Y,N,Standard,ITA
F019340,CAVE ASFALTI DI DELL AGNESE SRL,Y,N,Standard,ITA
F019341,OTIS SERVIZI S.R.L.,Y,N,Standard,ITA
F019355,M.D.S. SNC,Y,N,Standard,ITA
F019366,PRYSMA SRL,Y,N,Standard,ITA
F019440,BONGIORNO S.R.L.,Y,N,Standard,ITA
F019458,V.S. IMPIANTI ELETTRICI di VIGNANDO STEFANO,Y,N,Standard,ITA
F019482,TELCO SRL,Y,N,Standard,ITA
F019534,VIRGIS FILTER SPA,Y,N,Standard,ITA
F019584,DELL COMPUTER S.P.A.,Y,N,Standard,ITA
F019585,C.M.F. SNC DI FOGLINO SERGIO &  C.,Y,N,Standard,ITA
F019592,CORBETTA TRASPORTI S.R.L.,Y,N,Standard,ITA
F019610,MARIOTTO ANIBALE SRL,Y,N,Standard,ITA
F019644,ALMA ITALIA SRL,Y,N,Standard,ITA
F019656,ATAP S.P.A.,Y,N,Standard,ITA
F019715,RIMA SPA,Y,N,Standard,ITA
F019716,ENGINSOFT SRL,Y,N,Standard,ITA
F019718,PROJECTO,Y,N,Standard,EGY
F019743,TELETEL SRL,Y,N,Standard,ITA
F019952,BOLLETTE DOGANALI - MILAN,Y,N,Standard,ITA
F019997,AUTOFATTURE,Y,N,Standard,ITA
F020000,BOLLETTE DOGANALI - MARGHERA,Y,N,Standard,ITA
F020059,PILEQUIP SA,Y,N,Standard,ZAF
F020088,MEDIAPOINT & COMMUNICATIONS SRL,Y,N,Standard,ITA
F018511,IVICOLORS S.R.L.,Y,N,Standard,ITA
F018547,MAROELLO SRL,Y,N,Standard,ITA
F018558,FRO - AIR LIQUIDE WELDING ITALIA SPA,Y,N,Standard,ITA
F018657,FORNITEK S.R.L.,Y,N,Standard,ITA
F018690,INTERVOLVENTI S.P.A.,Y,N,Standard,ITA
F018770,FERRATO DAVIDE SAS di FERRATO DR.MAURO & C.,Y,N,Standard,ITA
F018785,BECHTLE DIREKT GMBH  SRL,Y,N,Standard,ITA
F018804,URI S.p.A.,Y,N,Standard,ITA
F018840,TECNOSPRAY S.R.L.,Y,N,Standard,ITA
F018923,CO.META CORAZZA METALM.SRL in concordato n°03/2021,Y,N,Standard,ITA
F019010,BRUEL & KJAER,Y,N,Standard,ITA
F019054,ITC AGECO S.R.L.,Y,N,Standard,ITA
F019058,CICLOTIME DI LENA LUCIO,Y,N,Standard,ITA
F019114,MONTAGNA SRL,Y,N,Standard,ITA
F019195,HERMES ITALIA SRL,Y,N,Standard,ITA
F019196,SOTRES SA,Y,N,Standard,ITA
F019219,CECCATO ARIA COMPRESSA SPA,Y,N,Standard,ITA
F019289,B.B. SRL,Y,N,Standard,ITA
F019295,MIO DINO INDUSTRIA MOBILI SRL,Y,N,Standard,ITA
F019308,C.B.F BALDUCCI S.P.A.,Y,N,Standard,ITA
F019314,BF HYDRAULICS S.R.L.,Y,N,Standard,ITA
F019457,MARTIN LINO,Y,N,Standard,ITA
F019481,HTS  DI BUSETTI GIANLUCA,Y,N,Standard,ITA
F019483,HOTEL CARLTON CAPRI - SIGAT SRL,Y,N,Standard,ITA
F019503,YAK SERVICE S.R.L.,Y,N,Standard,ITA
F019526,TOMASELLA GUIDO & ARTURO SNC,Y,N,Standard,ITA
F019532,METALSISTEM FRIULI S.R.L.,Y,N,Standard,ITA
F019547,IAL F.V.G.,Y,N,Standard,ITA
F019658,IMET SRL,Y,N,Standard,ITA
F019683,ARGO-HYTOS SRL,Y,N,Standard,ITA
F019700,ARMONIA SERVICES SRL,Y,N,Standard,ITA
F019704,01dB ITALIA SRL,Y,N,Standard,ITA
F019750,CELTIS SRL,Y,N,Standard,ITA
F019768,ELETTRON SRL,Y,N,Standard,ITA
F019773,DUSO SRL,Y,N,Standard,ITA
F019817,ELETTROVENETA SPA,Y,N,Standard,ITA
F019832,C.A.M.U.  SRL,Y,N,Standard,ITA
F019835,WURTH SRL,Y,N,Standard,ITA
F019884,BOLLETTE DOGANALI - MALPE,Y,N,Standard,ITA
F019925,BOLLETTE DOGANALI - VENEZIA,Y,N,Standard,ITA
