Value/K,Name,Description,SKU,IsActive,IsSummary,M_Product_Category_ID[Value],C_TaxCategory_ID[Name],C_UOM_ID[Name],ProductType,R_MailText_ID[Name],Weight,Volume,IsOwnBox,M_FreightCategory_ID[Value],IsDropShip,IsStocked,M_Locator_ID,IsManufactured,IsPhantom,ShelfWidth,IsKanban,IsSelfService
LOM ED0021752840-S,CART.OLIO/CARTRIDGE,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
PLEX-VAD,CART.INDIC.PLEXIGLASS PER SIRENE ALL.INC,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
LOM ED0021752860-S,CART.COMB/CARTRIDGE,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
20X30LANCIA,CART.ALL. 30X20 LANCIA ANTINC IDRANTE,,,Y,N,CART,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
2451010,CART ALL BIFACC 50X35 LANCIA A.IDRANTE N,,,Y,N,CART,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
CARTUS,CART ALL 30X20 USCITA EMERG F GIU,,,Y,N,CART,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
1692-1EM,CARRELLO X GRUPPO MOBILE A SCHIUMA UNI45,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
10444,CARICABATTERIA CBS-061 6A 12V,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
1260MB,CAPPUCCIO PROTEZIONE GRUPPI SCHIUMA,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
1258MB,CAPPUCCIO PROTEZIONE EST.9/12KG,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
1254MB,CAPPUCCIO PROTEZIONE EST.6KG,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
1259MB,CAPPUCCIO PROTEZIONE EST.5KG CO2,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
1795EM,CAPPUCCIO PROTEZIONE CARRELLATO 50KG,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
1795EM-BIS,CAPPUCCIO PROTEZIONE CARRELLATO 30KG,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
1796M,CAPPUCCIO PROTEZIONE CARRELLATO 100KG,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
1252MB,CAPPUCCIO PROTEZ. CARELL. 50KG/27KG CO2,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
1250MB,CAPPUCCIO PROTEZ. CARELL. 30KG/18KG CO2,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
1253MB,CAPPUCCIO PROTEZ. CARELL. 100KG/54KG CO2,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
0401EM,CAPPUCCIO PER EST. 6KG IMPERM. SERIGR.,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
1195EM,"CAPPUCCIO EST.5 CO2  9, 12 KG POLV IMPER",,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
170000263,CAMPANA IDRAULICA D'ALLARME,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
109545,BRAC. A V C/FERMO INS/DIS X TS2000 NERO,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
102447,BRAC. A V C/FERMO INS/DIS X TS2000 BIAN.,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
102445,BRAC. A V C/FERM. INS/DIS. X TS2000 ARG.,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
68221,BRAC. A SLITTA S/FERMO ARGENTO,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
BOX001,BOX DI ATTIVAZIONE,,,Y,N,EFC,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
BOMBOLA55GR93,BOMBOLETTA EFC PANCALDI GR55 93°,,,Y,N,EFC,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EFC050,BOMBOLETTA CO2 GR.500,,,Y,N,EFC,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EFC100,BOMBOLETTA CO2 GR. 1000,,,Y,N,EFC,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
BOMB75BAS,BOMBOLETTA CO2 75GR BASSO,,,Y,N,EFC,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
BOMB71PAN,BOMBOLETTA CO2 71GR PANCALDI,,,Y,N,EFC,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
BOMB50BAS,BOMBOLETTA CO2 50GR BASSO,,,Y,N,EFC,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
BOMB30BAS,BOMBOLETTA CO2 30GR BASSO,,,Y,N,EFC,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
BOMB20BAS,BOMBOLETTA CO2 20GR BASSO,,,Y,N,EFC,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
BOMB120BAS,BOMBOLETTA CO2 120GR AGO INTERNO BASSO,,,Y,N,EFC,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
BOMB100BAS,BOMBOLETTA CO2 100GR BASSO,,,Y,N,EFC,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
BOMB90,BOMBOLA NAF S125,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
BOMB808,BOMBOLA GAS NYTRARGON 80 LT,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
BOMB50,BOMBOLA GAS NOVEC 1230 50 LT,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
BOMB52,BOMBOLA GAS NOVEC 1230 25 KG.,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
BOMB140,BOMBOLA GAS INERTE ARGON 140 LT,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
BOMB80,BOMBOLA GAS INERGEN 80 LT,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
BOMB24,BOMBOLA GAS IG-55,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
BOMB23,BOMBOLA GAS HFC-23,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
BOMB227,BOMBOLA GAS HFC-227,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
BOMB125,BOMBOLA GAS HFC-125,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
BOMB25,BOMBOLA GAS ARGON IG-01,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
BOMB80AR,BOMBOLA GAS ARGON 80 LT,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
BARIA7,BOMBOLA COMPOSITO LT 3,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
BOMB05,BOMBOLA CO2 T-PED 5 KG,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
BOMB51,BOMBOLA CO2 LITRI 68 - BAR 250,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
BOMB060,BOMBOLA CO2 LITRI 60,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
BOMB050,BOMBOLA CO2 LITRI 50,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
BOMB040,BOMBOLA CO2 LITRI 40,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
BOMB030,BOMBOLA CO2 LITRI 30,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
BOMB027,BOMBOLA CO2 LITRI 27,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
BOMB020,BOMBOLA CO2 LITRI 20,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
BOMB018,BOMBOLA CO2 LITRI 18,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
2040MB,"BOMBOLA CO2 ""GRIGIA"" FILL. FR.  DA 20 GR",,,Y,N,EFC,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
BOMB045,"BOMBOLA CO2  45 KG,",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
BOMB,BOMBOLA CO2,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
BOMB200,BOMBOLA AZOTO CARICA 200,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
BOMB080N,BOMBOLA AZOTO 80 LT - 300 BAR,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
BOMB015,BOMBOLA AZOTO 5 LT - 200 BAR,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
BOMB012,BOMBOLA AZOTO 2 LT - 250 BAR,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
BOMB011,BOMBOLA AZOTO 2 LT - 150 BAR,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
BOMB030N,BOMBOLA AZOTO 140 LT - 300 BAR,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
BOMB014N,BOMBOLA AZOTO 140 LT - 200 BAR,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
BARIA2,BOMBOLA ARIA LT 7 IN COMPOSITO,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
BARIA1,BOMBOLA ARIA LT 7 IN ACCIAIO,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
BARIA6,BOMBOLA ARIA LT 6 IN ACCIAIO,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
BARIA4,BOMBOLA ARIA LT 4 IN ACCIAIO,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
BARIA3,BOMBOLA ARIA LT 3 IN ACCIAIO,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
BARIA8,BOMBOLA ARIA LT 2 IN ACCIAIO,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
BARIA5,BOMBOLA ARIA,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
BOMB112,BOMBOLA ARGON FABER 112 LT,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
7770000493,"BOCCHETT.SP.DIR.330 ATT.FIL.GAS FF3/8""",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
7770000492,"BOCCHETT.SP.DIR.330 ATT.FIL.GAS FF3/4""",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
7770000496,"BOCCHETT.SP.DIR.330 ATT.FIL.GAS FF2""1/2""",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
7770000487,"BOCCHETT.SP.DIR.330 ATT.FIL.GAS FF2""",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
7770000490,"BOCCHETT.SP.DIR.330 ATT.FIL.GAS FF1/2""",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
7770000495,"BOCCHETT.SP.DIR.330 ATT.FIL.GAS FF1""1/4""",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
7770000494,"BOCCHETT.SP.DIR.330 ATT.FIL.GAS FF1""1/2""",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
7770000486,"BOCCHETT.SP.DIR.330 ATT.FIL.GAS FF1""",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
9620000008,BOBINA 230V 50HZ 240/60 HZ TRIPLA,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
BDA08223DS,"BOBINA 230/50-60HZ 14,5 VA",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
250000003,BOBINA 110V 50HZ,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
B427911,BLOCCO DIFFERENZIALE DDA202 AC 25A 30MA,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
42319 COM,BIP 92 V24DAC GY,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
508031752,BAW50T24 ALIMENTATORE SWITCH 230VCA/24VC,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
"12V7,2","BATTERIA PB 12V 7,2AH 151X65X94",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
12V27,BATTERIA PB 12V 27AH,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
12V26,BATTERIA PB 12V 26AH FIAMM,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
12V2,"BATTERIA PB 12V 2,0 AH  D.178X35X60",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
12V18,BATTERIA PB 12V 18AH,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
12V12,BATTERIA PB 12V 12 HA 151X98X94,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
"12V1,2","BATTERIA PB 12V 1,2AH FIAMM",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
GEN. VARTA,BATTERIA G7 95 AH 830 A 173X306X225,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
7905270,BATTERIA AUTO URANIO 12V 80AH 720A,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
500163,BATTERIA AL LITIO SAVER ONE,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
DAY BT146,BATTERIA 6V 12 HA 151X50X94,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
52AH,BATTERIA 52AH 470A 207X175X190,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
17185603,BATTERIA 180AH 1000A 510X218X225,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
12V80,BATTERIA 12V 80AH,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
FIAFG20451,"BATTERIA 12V 4,5AH",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
12V3.4,"BATTERIA 12V 3,4AH",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
PRES1,BASTINO,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
BNT 4B,BASI E PER I RILEVATORI,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EO,BASE STANDARD RIVELATORI SERIE ORION,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
ESR 805590,BASE STANDARD PER RIVELATORI SERIE IQ8,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
ESR805590,BASE STANDARD PER RILEVATORI SERIE IQ8,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
DB2002,BASE SENSORE ARITECH,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
KIL KZ700,BASE PER RIVELATORE 700,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
INI-45681-284,BASE PER RILEVATORE SERIE XP95,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
RAY3000,BARRIERA FIRE RAY 3000,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
CSA-MBD50R,BARRIERA COOPER FIRE SYSTEMS,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
210700714,BARRA ORIZZONTALE ROSSA 1200MM,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
94945928,BARRA ORIZZONTALE ROSSA 1200MM,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
210700761,BARRA ORIZZONTALE INOX 1200MM,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
PROFOMEGA 3F,"BARRA OMEGA 7,5MM CON FORI DA 2Meter",,,Y,N,IMP,Cat. IVA 22% ,meter,I,,0,0,N,,N,Y,,N,N,0,N,N
07007.60,BARRA OIZZONTALE INOX 900MM,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
NF19212/R,BARRA MM1500 ROSSA RAL3020,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
NF19312/R,BARRA MM1500 MILLENIUM ROSSA,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
NF19310/R,BARRA MM1200 MILLENIUM ROSSA,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
MAN BAR000,BARRA MANIGLIONE NOVOGUARD 1030 CM (2),,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
228557,BANNIN RACCORDO PER CISTERNA OTTONE 3/4,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
228558,"BANNIN RACCORDO PER CISTERNA OTTONE 1""",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
Z6-3200,AZ6 ASAMETRO CINETIC D73MM PN 10/16 DN65,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
PRES0,AUTORESPIRATORE,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
ATT.JOFO,ATTUATORE PIROTECNICO JOFO,,,Y,N,EFC,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
TED 3,ATTUATORE PIROTECNIC GAS GENERATOR TED 3,,,Y,N,EFC,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
CM-11-001,ATTUATORE PIROTEC MONETTI PASSO STRETTO,,,Y,N,EFC,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
IDR0003,ATTACCO VVF,,,Y,N,IDR,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
170000513,"ATTACCO RAPIDO FILET. ROSSO 1""1/2 X 1/2""",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
A1253FZG,"ATTACCO AUTOPOM FLANGIA 3"" 1X70",,,Y,N,IDR,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
2967CV.205BOCC,"ATTACCO AUTOPOM FLANGIA  WF 2""  1 ATT",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
2968CV.205BOCC,"ATTACCO AUTOPOM FLANGIA  WF 2 1/2"" 1 ATT",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
2963CV.205BOCC,"ATTACCO AUTOPOM FILETT  WF 3"" 1 ATT",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
2961CV.205BOCC,"ATTACCO AUTOPOM FILETT  WF 2 1/2"" 1 ATT",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
2961CV.205,"ATT. AUTOPOMPA CON INGRESSO FILET. 2""1/2",,,Y,N,IDR,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
9494100305,ASTA/COPERT. PER SCROCCHI IDEA 3400 NERO,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
9494100205,ASTA/COPERT. PER SCROCCHI IDEA 2400 NERO,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
ASTA AB,ASTA COPRIFILO SCROCCHI CISA,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
DPI11,ASSORBITORE EN 355,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
170000646,ART.14/A RIDUZIONE GIREVOLE IN OTT. F/F,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
2129MB,ARMADIO TEXAS MB160/1 700X1600X420 VUOTO,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
4040GH,ARMADIO TEXAS MB160 CON 4 RIPIANI,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
1346,ARMADIO ANTINCEN 2P PIENE 73X40X160 CM,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
4034GH,ARMADIO ANTINC.3 RIP. 730X1000X400 VUOTO,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
4022GH,ARMADIO ANTINC. 450X650X270 VUOTO,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
59816.10,ANTIPANICO PUSH BAR DUPLICE N/R 1200MM,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
949414000505,ANTIPANICO IDEA TRIPLICE NERO S/BARRA,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
949412000505,ANTIPANICO IDEA DUPLICE NERO S/BARRA,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
9411000505,ANTIPANICO IDEA CENTRALE NERO S/BARRA,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
6000703,ANTIPANICO BERNINI TRIPLICE NERO S/BARRA,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
59011.10.0.00,ANTIPANICO A LEVA TRIPLICE NERO S/BARRA,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
59615.00,ANTIPANICO A LEVA PER PORTE REI E PLACCA,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
59016.10.0.00,ANTIPANICO A LEVA DUPLICE NERO S/BARRA,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
59001-10-0,ANTIPANICO A LEVA CENTRALE NERO S/BARRA,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
215930110,ANTIPANICO 59301.10.0 PRESTIGE CENT CISA,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
231KH2,ANT.CIRCEO DUPLICE SCROCCHI+ BARRA VERDE,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
59811.10,ANT. TRIPLICE PUSH NERO/ROSSO 1200MM,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
59711.00.0FR,ANT. PUSH NERO/ROSSO PORTE REI 1200MM,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
59711.01.0FR,ANT. PUSH NERO/ROSSO PER PORTE REI 840MM,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
59311.10.0,ANT. PRESTIGE TRIPLICE NERO S/BARRA,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
59316.10.0,ANT. PRESTIGE DUPLICE NERO S/BARRA,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
59301.10.0,ANT. PRESTIGE CENTRALE NERO S/BARRA,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
